timestamp,domain,dns_server,record_type,answers,error_code,error_reason
2024-11-14T10:57:35.442638,awmdm.com,2620:fe::fe,AAAA,[],NoAnswer,No answer for domain: awmdm.com on server: 2620:fe::fe
2024-11-14T10:57:35.442638,awsapps.com,62.76.62.76,A,"['108.156.22.80', '108.156.22.41', '108.156.22.62', '108.156.22.2']",,
2024-11-14T10:57:35.442638,awsdns-05.com,2001:6d0:d6::2001,AAAA,[],NoAnswer,No answer for domain: awsdns-05.com on server: 2001:6d0:d6::2001
2024-11-14T10:57:35.442638,aweray.net,1.1.1.1,A,['35.200.66.95'],,
2024-11-14T10:57:35.443639,awsapps.com,9.9.9.9,A,[],Timeout,Timeout occurred for domain: awsapps.com on server: 9.9.9.9
2024-11-14T10:57:35.443639,awmdm.com,2a03:90c0:999d::1,AAAA,[],NoAnswer,No answer for domain: awmdm.com on server: 2a03:90c0:999d::1
2024-11-14T10:57:35.443639,awsdns-03.com,2001:6d0:d6::2001,AAAA,[],NoAnswer,No answer for domain: awsdns-03.com on server: 2001:6d0:d6::2001
2024-11-14T10:57:35.443639,awsdns-02.com,8.8.8.8,A,[],NoAnswer,No answer for domain: awsdns-02.com on server: 8.8.8.8
2024-11-14T10:57:35.443639,awsdns-05.com,2001:4860:4860::8888,AAAA,[],NoAnswer,No answer for domain: awsdns-05.com on server: 2001:4860:4860::8888
2024-11-14T10:57:35.443639,aweray.net,8.8.8.8,A,['35.200.66.95'],,
2024-11-14T10:57:35.443639,awmdm.com,2a0c:a9c7:9::1,AAAA,[],NoAnswer,No answer for domain: awmdm.com on server: 2a0c:a9c7:9::1
2024-11-14T10:57:35.443639,aweray.net,195.208.4.1,A,['35.200.66.95'],,
2024-11-14T10:57:35.443639,awsdns-05.com,2001:4860:4860::8844,AAAA,[],NoAnswer,No answer for domain: awsdns-05.com on server: 2001:4860:4860::8844
2024-11-14T10:57:35.443639,awsapps.com,180.76.76.76,A,"['13.226.61.57', '13.226.61.128', '13.226.61.2', '13.226.61.4']",,
2024-11-14T10:57:35.443639,awsapps.com,208.67.222.222,A,"['13.226.61.128', '13.226.61.2', '13.226.61.4', '13.226.61.57']",,
2024-11-14T10:57:35.443639,aweray.net,2.56.220.2,A,['35.200.66.95'],,
2024-11-14T10:57:35.443639,awsdns-03.com,2620:fe::fe,AAAA,[],NoAnswer,No answer for domain: awsdns-03.com on server: 2620:fe::fe
2024-11-14T10:57:35.443639,awmdm.com,2001:6d0:d6::2001,AAAA,[],NoAnswer,No answer for domain: awmdm.com on server: 2001:6d0:d6::2001
2024-11-14T10:57:35.443639,awsapps.com,208.67.220.222,A,"['13.226.61.128', '13.226.61.2', '13.226.61.4', '13.226.61.57']",,
2024-11-14T10:57:35.443639,aweray.net,94.140.14.14,A,['35.200.66.95'],,
2024-11-14T10:57:35.443639,awsdns-03.com,2a10:50c0::ad2:ff,AAAA,[],NoAnswer,No answer for domain: awsdns-03.com on server: 2a10:50c0::ad2:ff
2024-11-14T10:57:35.443639,aweray.net,8.8.4.4,A,['35.200.66.95'],,
2024-11-14T10:57:35.443639,awsapps.com,94.140.14.14,A,"['18.244.61.109', '18.244.61.102', '18.244.61.83', '18.244.61.26']",,
2024-11-14T10:57:35.443639,awmdm.com,2a0c:a9c7:8::1,AAAA,[],NoAnswer,No answer for domain: awmdm.com on server: 2a0c:a9c7:8::1
2024-11-14T10:57:35.443639,aweray.net,208.67.222.222,A,['35.200.66.95'],,
2024-11-14T10:57:35.443639,awsapps.com,223.6.6.6,A,"['99.86.38.46', '99.86.38.94', '99.86.38.102', '99.86.38.111']",,
2024-11-14T10:57:35.443639,awsdns-05.com,2a02:6b8:0:1::feed:0ff,AAAA,[],NoAnswer,No answer for domain: awsdns-05.com on server: 2a02:6b8:0:1::feed:0ff
2024-11-14T10:57:35.443639,awmdm.com,2001:6d0:6d0::2001,AAAA,[],NoAnswer,No answer for domain: awmdm.com on server: 2001:6d0:6d0::2001
2024-11-14T10:57:35.443639,aweray.net,208.67.220.220,A,['35.200.66.95'],,
2024-11-14T10:57:35.443639,awsdns-03.com,2a02:6b8::feed:0ff,AAAA,[],NoAnswer,No answer for domain: awsdns-03.com on server: 2a02:6b8::feed:0ff
2024-11-14T10:57:35.443639,aweray.net,210.21.196.6,A,[],Timeout,Timeout occurred for domain: aweray.net on server: 210.21.196.6
2024-11-14T10:57:35.443639,awsdns-05.com,2a03:90c0:9992::1,AAAA,[],NoAnswer,No answer for domain: awsdns-05.com on server: 2a03:90c0:9992::1
2024-11-14T10:57:35.443639,awmdm.com,2a02:6b8::feed:0ff,AAAA,[],NoAnswer,No answer for domain: awmdm.com on server: 2a02:6b8::feed:0ff
2024-11-14T10:57:35.443639,awsapps.com,119.29.29.29,A,"['13.226.61.128', '13.226.61.57', '13.226.61.4', '13.226.61.2']",,
2024-11-14T10:57:35.443639,awsapps.com,114.114.115.115,A,"['13.35.210.25', '13.35.210.122', '13.35.210.48']",,
2024-11-14T10:57:35.443639,awsdns-05.com,2606:4700:4700::1001,AAAA,[],NoAnswer,No answer for domain: awsdns-05.com on server: 2606:4700:4700::1001
2024-11-14T10:57:35.443639,awsapps.com,223.5.5.5,A,"['99.86.38.111', '99.86.38.102', '99.86.38.46', '99.86.38.94']",,
2024-11-14T10:57:35.443639,awmdm.com,2a02:6b8:0:1::feed:0ff,AAAA,[],NoAnswer,No answer for domain: awmdm.com on server: 2a02:6b8:0:1::feed:0ff
2024-11-14T10:57:35.444637,aweray.net,77.88.8.8,A,['35.200.66.95'],,
2024-11-14T10:57:35.444637,aweray.net,114.114.114.114,A,['35.200.66.95'],,
2024-11-14T10:57:35.444637,awmdm.com,2606:4700:4700::1111,AAAA,[],NoAnswer,No answer for domain: awmdm.com on server: 2606:4700:4700::1111
2024-11-14T10:57:35.444637,awsapps.com,208.67.222.220,A,"['13.226.61.2', '13.226.61.4', '13.226.61.57', '13.226.61.128']",,
2024-11-14T10:57:35.444637,aweray.net,195.208.5.1,A,['35.200.66.95'],,
2024-11-14T10:57:35.444637,awsdns-03.com,114.114.114.114,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 114.114.114.114
2024-11-14T10:57:35.444637,awsdns-03.com,2a10:50c0::ad1:ff,AAAA,[],NoAnswer,No answer for domain: awsdns-03.com on server: 2a10:50c0::ad1:ff
2024-11-14T10:57:35.444637,awmdm.com,2606:4700:4700::1001,AAAA,[],NoAnswer,No answer for domain: awmdm.com on server: 2606:4700:4700::1001
2024-11-14T10:57:35.444637,awsdns-03.com,2a0c:a9c7:8::1,AAAA,[],NoAnswer,No answer for domain: awsdns-03.com on server: 2a0c:a9c7:8::1
2024-11-14T10:57:35.444637,awsdns-03.com,208.67.220.222,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 208.67.220.222
2024-11-14T10:57:35.444637,awsdns-05.com,1.0.0.1,A,[],NoAnswer,No answer for domain: awsdns-05.com on server: 1.0.0.1
2024-11-14T10:57:35.444637,awsdns-11.com,77.88.8.1,A,[],NoAnswer,No answer for domain: awsdns-11.com on server: 77.88.8.1
2024-11-14T10:57:35.444637,awsdns-03.com,94.140.14.14,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 94.140.14.14
2024-11-14T10:57:35.444637,awsdns-03.com,223.6.6.6,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 223.6.6.6
2024-11-14T10:57:35.444637,awsdns-11.com,95.85.95.85,A,[],NoAnswer,No answer for domain: awsdns-11.com on server: 95.85.95.85
2024-11-14T10:57:35.444637,awsdns-11.com,2.56.220.2,A,[],NoAnswer,No answer for domain: awsdns-11.com on server: 2.56.220.2
2024-11-14T10:57:35.444637,awsdns-11.com,114.114.115.115,A,[],NoAnswer,No answer for domain: awsdns-11.com on server: 114.114.115.115
2024-11-14T10:57:35.444637,awsdns-03.com,94.140.15.15,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 94.140.15.15
2024-11-14T10:57:35.444637,awsdns-05.com,62.76.62.76,A,[],NoAnswer,No answer for domain: awsdns-05.com on server: 62.76.62.76
2024-11-14T10:57:35.444637,awsdns-11.com,223.5.5.5,A,[],NoAnswer,No answer for domain: awsdns-11.com on server: 223.5.5.5
2024-11-14T10:57:35.444637,awsdns-05.com,77.88.8.8,A,[],NoAnswer,No answer for domain: awsdns-05.com on server: 77.88.8.8
2024-11-14T10:57:35.444637,awsdns-03.com,95.85.95.85,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 95.85.95.85
2024-11-14T10:57:35.444637,awsdns-03.com,208.67.222.220,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 208.67.222.220
2024-11-14T10:57:35.444637,awsdns-05.com,195.208.4.1,A,[],NoAnswer,No answer for domain: awsdns-05.com on server: 195.208.4.1
2024-11-14T10:57:35.444637,awsdns-09.com,101.226.4.6,A,[],NoAnswer,No answer for domain: awsdns-09.com on server: 101.226.4.6
2024-11-14T10:57:35.444637,awsdns-09.com,123.125.81.6,A,[],NoAnswer,No answer for domain: awsdns-09.com on server: 123.125.81.6
2024-11-14T10:57:35.444637,awsdns-05.com,77.88.8.1,A,[],NoAnswer,No answer for domain: awsdns-05.com on server: 77.88.8.1
2024-11-14T10:57:35.444637,awsdns-11.com,114.114.114.114,A,[],NoAnswer,No answer for domain: awsdns-11.com on server: 114.114.114.114
2024-11-14T10:57:35.444637,awsdns-05.com,195.208.5.1,A,[],NoAnswer,No answer for domain: awsdns-05.com on server: 195.208.5.1
2024-11-14T10:57:35.444637,awsdns-05.com,1.1.1.1,A,[],NoAnswer,No answer for domain: awsdns-05.com on server: 1.1.1.1
2024-11-14T10:57:35.444637,awsdns-03.com,195.208.4.1,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 195.208.4.1
2024-11-14T10:57:35.444637,awsdns-11.com,77.88.8.8,A,[],NoAnswer,No answer for domain: awsdns-11.com on server: 77.88.8.8
2024-11-14T10:57:35.444637,awsdns-03.com,208.67.220.220,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 208.67.220.220
2024-11-14T10:57:35.444637,awsdns-05.com,2.56.220.2,A,[],NoAnswer,No answer for domain: awsdns-05.com on server: 2.56.220.2
2024-11-14T10:57:35.444637,awsdns-11.com,208.67.220.222,A,[],NoAnswer,No answer for domain: awsdns-11.com on server: 208.67.220.222
2024-11-14T10:57:35.444637,awsdns-03.com,195.208.5.1,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 195.208.5.1
2024-11-14T10:57:35.444637,awsdns-11.com,94.140.15.15,A,[],NoAnswer,No answer for domain: awsdns-11.com on server: 94.140.15.15
2024-11-14T10:57:35.444637,awsdns-03.com,208.67.222.222,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 208.67.222.222
2024-11-14T10:57:35.444637,awsdns-05.com,223.5.5.5,A,[],NoAnswer,No answer for domain: awsdns-05.com on server: 223.5.5.5
2024-11-14T10:57:35.444637,awsdns-11.com,208.67.220.220,A,[],NoAnswer,No answer for domain: awsdns-11.com on server: 208.67.220.220
2024-11-14T10:57:35.445638,awsdns-03.com,114.114.115.115,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 114.114.115.115
2024-11-14T10:57:35.445638,awsdns-03.com,211.136.17.107,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 211.136.17.107
2024-11-14T10:57:35.445638,awsdns-11.com,94.140.14.14,A,[],NoAnswer,No answer for domain: awsdns-11.com on server: 94.140.14.14
2024-11-14T10:57:35.445638,awsdns-03.com,2.56.220.2,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 2.56.220.2
2024-11-14T10:57:35.445638,awsdns-05.com,8.8.4.4,A,[],NoAnswer,No answer for domain: awsdns-05.com on server: 8.8.4.4
2024-11-14T10:57:35.445638,awsdns-05.com,9.9.9.10,A,[],NoAnswer,No answer for domain: awsdns-05.com on server: 9.9.9.10
2024-11-14T10:57:35.445638,awsdns-11.com,1.0.0.1,A,[],NoAnswer,No answer for domain: awsdns-11.com on server: 1.0.0.1
2024-11-14T10:57:35.445638,awsdns-03.com,62.76.76.62,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 62.76.76.62
2024-11-14T10:57:35.445638,awsapps.com,123.125.81.7,A,[],Timeout,Timeout occurred for domain: awsapps.com on server: 123.125.81.7
2024-11-14T10:57:35.445638,awmcdn.net,2400:da00::6666,AAAA,[],Timeout,Timeout occurred for domain: awmcdn.net on server: 2400:da00::6666
2024-11-14T10:57:35.445638,awsdns-11.com,8.8.4.4,A,[],NoAnswer,No answer for domain: awsdns-11.com on server: 8.8.4.4
2024-11-14T10:57:35.445638,awsdns-03.com,223.5.5.5,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 223.5.5.5
2024-11-14T10:57:35.445638,awsdns-03.com,218.30.118.6,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 218.30.118.6
2024-11-14T10:57:35.445638,awsdns-03.com,117.50.11.11,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 117.50.11.11
2024-11-14T10:57:35.445638,awsdns-11.com,8.8.8.8,A,[],NoAnswer,No answer for domain: awsdns-11.com on server: 8.8.8.8
2024-11-14T10:57:35.445638,awsdns-03.com,119.29.29.29,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 119.29.29.29
2024-11-14T10:57:35.445638,awsdns-05.com,95.85.95.85,A,[],NoAnswer,No answer for domain: awsdns-05.com on server: 95.85.95.85
2024-11-14T10:57:35.445638,awsdns-11.com,1.1.1.1,A,[],NoAnswer,No answer for domain: awsdns-11.com on server: 1.1.1.1
2024-11-14T10:57:35.445638,awsdns-03.com,8.8.4.4,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 8.8.4.4
2024-11-14T10:57:35.445638,awsdns-05.com,114.114.115.115,A,[],NoAnswer,No answer for domain: awsdns-05.com on server: 114.114.115.115
2024-11-14T10:57:35.445638,awsapps.com,210.21.196.6,A,[],Timeout,Timeout occurred for domain: awsapps.com on server: 210.21.196.6
2024-11-14T10:57:35.445638,awsapps.com,202.96.128.86,A,[],Timeout,Timeout occurred for domain: awsapps.com on server: 202.96.128.86
2024-11-14T10:57:35.445638,awsdns-05.com,208.67.220.222,A,[],NoAnswer,No answer for domain: awsdns-05.com on server: 208.67.220.222
2024-11-14T10:57:35.445638,awsdns-05.com,9.9.9.9,A,[],Timeout,Timeout occurred for domain: awsdns-05.com on server: 9.9.9.9
2024-11-14T10:57:35.445638,awsdns-03.com,9.9.9.9,A,[],Timeout,Timeout occurred for domain: awsdns-03.com on server: 9.9.9.9
2024-11-14T10:57:35.445638,awsdns-03.com,123.125.81.6,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 123.125.81.6
2024-11-14T10:57:35.445638,awsdns-09.com,211.136.17.107,A,[],NoAnswer,No answer for domain: awsdns-09.com on server: 211.136.17.107
2024-11-14T10:57:35.445638,awsdns-03.com,9.9.9.10,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 9.9.9.10
2024-11-14T10:57:35.445638,awsdns-03.com,101.226.4.6,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 101.226.4.6
2024-11-14T10:57:35.445638,awsdns-09.com,117.50.11.11,A,[],NoAnswer,No answer for domain: awsdns-09.com on server: 117.50.11.11
2024-11-14T10:57:35.445638,awsdns-03.com,77.88.8.8,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 77.88.8.8
2024-11-14T10:57:35.445638,awsdns-05.com,114.114.114.114,A,[],NoAnswer,No answer for domain: awsdns-05.com on server: 114.114.114.114
2024-11-14T10:57:35.445638,awsdns-11.com,208.67.222.222,A,[],NoAnswer,No answer for domain: awsdns-11.com on server: 208.67.222.222
2024-11-14T10:57:35.445638,awsdns-03.com,1.1.1.1,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 1.1.1.1
2024-11-14T10:57:35.445638,awsdns-05.com,94.140.15.15,A,[],NoAnswer,No answer for domain: awsdns-05.com on server: 94.140.15.15
2024-11-14T10:57:35.445638,awsdns-11.com,208.67.222.220,A,[],NoAnswer,No answer for domain: awsdns-11.com on server: 208.67.222.220
2024-11-14T10:57:35.445638,awsdns-03.com,62.76.62.76,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 62.76.62.76
2024-11-14T10:57:35.445638,awsdns-05.com,94.140.14.14,A,[],NoAnswer,No answer for domain: awsdns-05.com on server: 94.140.14.14
2024-11-14T10:57:35.445638,awsdns-11.com,195.208.5.1,A,[],NoAnswer,No answer for domain: awsdns-11.com on server: 195.208.5.1
2024-11-14T10:57:35.445638,awsdns-03.com,123.125.81.7,A,[],Timeout,Timeout occurred for domain: awsdns-03.com on server: 123.125.81.7
2024-11-14T10:57:35.445638,awsdns-03.com,1.0.0.1,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 1.0.0.1
2024-11-14T10:57:35.445638,awsdns-05.com,208.67.220.220,A,[],NoAnswer,No answer for domain: awsdns-05.com on server: 208.67.220.220
2024-11-14T10:57:35.445638,awsdns-03.com,8.8.8.8,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 8.8.8.8
2024-11-14T10:57:35.445638,awsdns-03.com,210.21.196.6,A,[],Timeout,Timeout occurred for domain: awsdns-03.com on server: 210.21.196.6
2024-11-14T10:57:35.445638,awsdns-11.com,9.9.9.10,A,[],NoAnswer,No answer for domain: awsdns-11.com on server: 9.9.9.10
2024-11-14T10:57:35.445638,awsdns-05.com,62.76.76.62,A,[],NoAnswer,No answer for domain: awsdns-05.com on server: 62.76.76.62
2024-11-14T10:57:35.445638,awsdns-11.com,62.76.62.76,A,[],NoAnswer,No answer for domain: awsdns-11.com on server: 62.76.62.76
2024-11-14T10:57:35.445638,awsdns-03.com,77.88.8.1,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 77.88.8.1
2024-11-14T10:57:35.445638,awsdns-05.com,208.67.222.222,A,[],NoAnswer,No answer for domain: awsdns-05.com on server: 208.67.222.222
2024-11-14T10:57:35.445638,awsdns-03.com,180.76.76.76,A,[],NoAnswer,No answer for domain: awsdns-03.com on server: 180.76.76.76
2024-11-14T10:57:35.445638,awsdns-05.com,208.67.222.220,A,[],NoAnswer,No answer for domain: awsdns-05.com on server: 208.67.222.220
2024-11-14T10:57:35.445638,awsdns-11.com,62.76.76.62,A,[],NoAnswer,No answer for domain: awsdns-11.com on server: 62.76.76.62
2024-11-14T10:57:35.445638,awsdns-05.com,8.8.8.8,A,[],NoAnswer,No answer for domain: awsdns-05.com on server: 8.8.8.8
2024-11-14T10:57:35.445638,awsdns-11.com,195.208.4.1,A,[],NoAnswer,No answer for domain: awsdns-11.com on server: 195.208.4.1
2024-11-14T10:57:35.445638,aws-prd.net,2.56.220.2,A,[],NoAnswer,No answer for domain: aws-prd.net on server: 2.56.220.2
2024-11-14T10:57:35.445638,awsapprunner.com,123.125.81.6,A,[],NoAnswer,No answer for domain: awsapprunner.com on server: 123.125.81.6
2024-11-14T10:57:35.445638,aweray.net,2620:fe::10,AAAA,[],NoAnswer,No answer for domain: aweray.net on server: 2620:fe::10
2024-11-14T10:57:35.445638,awin1.com,2606:4700:4700::1001,AAAA,[],NoAnswer,No answer for domain: awin1.com on server: 2606:4700:4700::1001
2024-11-14T10:57:35.445638,awsdns-03.com,2606:4700:4700::1001,AAAA,[],NoAnswer,No answer for domain: awsdns-03.com on server: 2606:4700:4700::1001
2024-11-14T10:57:35.445638,awsdns-11.com,2a03:90c0:9992::1,AAAA,[],NoAnswer,No answer for domain: awsdns-11.com on server: 2a03:90c0:9992::1
2024-11-14T10:57:35.445638,aws-prd.net,77.88.8.8,A,[],NoAnswer,No answer for domain: aws-prd.net on server: 77.88.8.8
2024-11-14T10:57:35.445638,aweray.net,2620:119:35::35,AAAA,[],NoAnswer,No answer for domain: aweray.net on server: 2620:119:35::35
2024-11-14T10:57:35.445638,awin1.com,2a0c:a9c7:9::1,AAAA,[],NoAnswer,No answer for domain: awin1.com on server: 2a0c:a9c7:9::1
2024-11-14T10:57:35.445638,awsdns-03.com,2a03:90c0:999d::1,AAAA,[],NoAnswer,No answer for domain: awsdns-03.com on server: 2a03:90c0:999d::1
2024-11-14T10:57:35.445638,aws-prd.net,95.85.95.85,A,[],NoAnswer,No answer for domain: aws-prd.net on server: 95.85.95.85
2024-11-14T10:57:35.445638,aweray.net,2a0c:a9c7:8::1,AAAA,[],NoAnswer,No answer for domain: aweray.net on server: 2a0c:a9c7:8::1
2024-11-14T10:57:35.445638,awin1.com,2001:6d0:6d0::2001,AAAA,[],NoAnswer,No answer for domain: awin1.com on server: 2001:6d0:6d0::2001
2024-11-14T10:57:35.445638,awsdns-02.com,2400:3200:baba::1,AAAA,[],NoAnswer,No answer for domain: awsdns-02.com on server: 2400:3200:baba::1
2024-11-14T10:57:35.445638,awsdns-03.com,101.226.4.7,A,[],Timeout,Timeout occurred for domain: awsdns-03.com on server: 101.226.4.7
2024-11-14T10:57:35.445638,awsdns-09.com,123.125.81.7,A,[],Timeout,Timeout occurred for domain: awsdns-09.com on server: 123.125.81.7
2024-11-14T10:57:35.445638,aweray.net,2620:119:53::53,AAAA,[],NoAnswer,No answer for domain: aweray.net on server: 2620:119:53::53
2024-11-14T10:57:35.445638,awsdns-02.com,2620:0:ccc::2,AAAA,[],NoAnswer,No answer for domain: awsdns-02.com on server: 2620:0:ccc::2
2024-11-14T10:57:35.445638,awmdm.com,117.50.11.11,A,[],NoAnswer,No answer for domain: awmdm.com on server: 117.50.11.11
2024-11-14T10:57:35.445638,awsapprunner.com,211.136.17.107,A,[],NoAnswer,No answer for domain: awsapprunner.com on server: 211.136.17.107
2024-11-14T10:57:35.445638,awsdns-02.com,123.125.81.7,A,[],Timeout,Timeout occurred for domain: awsdns-02.com on server: 123.125.81.7
2024-11-14T10:57:35.445638,aweray.net,2001:6d0:d6::2001,AAAA,[],NoAnswer,No answer for domain: aweray.net on server: 2001:6d0:d6::2001
2024-11-14T10:57:35.445638,aweray.net,2620:0:ccc::2,AAAA,[],NoAnswer,No answer for domain: aweray.net on server: 2620:0:ccc::2
2024-11-14T10:57:35.445638,awsdns-02.com,2a10:50c0::ad2:ff,AAAA,[],NoAnswer,No answer for domain: awsdns-02.com on server: 2a10:50c0::ad2:ff
2024-11-14T10:57:35.445638,awsdns-11.com,2a03:90c0:999d::1,AAAA,[],NoAnswer,No answer for domain: awsdns-11.com on server: 2a03:90c0:999d::1
2024-11-14T10:57:35.445638,awsapprunner.com,117.50.11.11,A,[],NoAnswer,No answer for domain: awsapprunner.com on server: 117.50.11.11
2024-11-14T10:57:35.445638,awin1.com,2620:119:35::35,AAAA,[],NoAnswer,No answer for domain: awin1.com on server: 2620:119:35::35
2024-11-14T10:57:35.445638,awsdns-02.com,2402:4e00::,AAAA,[],NoAnswer,No answer for domain: awsdns-02.com on server: 2402:4e00::
2024-11-14T10:57:35.445638,awsdns-09.com,101.226.4.7,A,[],Timeout,Timeout occurred for domain: awsdns-09.com on server: 101.226.4.7
2024-11-14T10:57:35.445638,awsdns-03.com,202.96.128.86,A,[],Timeout,Timeout occurred for domain: awsdns-03.com on server: 202.96.128.86
2024-11-14T10:57:35.445638,awsapps.com,77.88.8.1,A,"['108.156.22.62', '108.156.22.41', '108.156.22.80', '108.156.22.2']",,
2024-11-14T10:57:35.445638,aweray.net,2a0c:a9c7:9::1,AAAA,[],NoAnswer,No answer for domain: aweray.net on server: 2a0c:a9c7:9::1
2024-11-14T10:57:35.445638,awin1.com,2a03:90c0:999d::1,AAAA,[],NoAnswer,No answer for domain: awin1.com on server: 2a03:90c0:999d::1
2024-11-14T10:57:35.445638,awsdns-03.com,2001:4860:4860::8888,AAAA,[],NoAnswer,No answer for domain: awsdns-03.com on server: 2001:4860:4860::8888
2024-11-14T10:57:35.445638,awmdm.com,208.67.220.220,A,[],NoAnswer,No answer for domain: awmdm.com on server: 208.67.220.220
2024-11-14T10:57:35.445638,awsdns-11.com,9.9.9.9,A,[],Timeout,Timeout occurred for domain: awsdns-11.com on server: 9.9.9.9
2024-11-14T10:57:35.445638,aweray.net,2620:fe::fe,AAAA,[],NoAnswer,No answer for domain: aweray.net on server: 2620:fe::fe
2024-11-14T10:57:35.445638,awsdns-02.com,101.226.4.7,A,[],Timeout,Timeout occurred for domain: awsdns-02.com on server: 101.226.4.7
2024-11-14T10:57:35.445638,awin1.com,2a0c:a9c7:8::1,AAAA,[],NoAnswer,No answer for domain: awin1.com on server: 2a0c:a9c7:8::1
2024-11-14T10:57:35.445638,awsdns-03.com,2606:4700:4700::1111,AAAA,[],NoAnswer,No answer for domain: awsdns-03.com on server: 2606:4700:4700::1111
2024-11-14T10:57:35.445638,awmdm.com,114.114.115.115,A,[],NoAnswer,No answer for domain: awmdm.com on server: 114.114.115.115
2024-11-14T10:57:35.445638,awsdns-11.com,2400:3200:baba::1,AAAA,[],NoAnswer,No answer for domain: awsdns-11.com on server: 2400:3200:baba::1
2024-11-14T10:57:35.445638,awsapprunner.com,94.140.14.14,A,[],NoAnswer,No answer for domain: awsapprunner.com on server: 94.140.14.14
2024-11-14T10:57:35.445638,awin1.com,2620:fe::10,AAAA,[],NoAnswer,No answer for domain: awin1.com on server: 2620:fe::10
2024-11-14T10:57:35.445638,aweray.net,2a02:6b8:0:1::feed:0ff,AAAA,[],NoAnswer,No answer for domain: aweray.net on server: 2a02:6b8:0:1::feed:0ff
2024-11-14T10:57:35.445638,awsdns-11.com,2402:4e00::,AAAA,[],NoAnswer,No answer for domain: awsdns-11.com on server: 2402:4e00::
2024-11-14T10:57:35.445638,awmdm.com,180.76.76.76,A,[],NoAnswer,No answer for domain: awmdm.com on server: 180.76.76.76
2024-11-14T10:57:35.445638,awsapprunner.com,218.30.118.6,A,[],NoAnswer,No answer for domain: awsapprunner.com on server: 218.30.118.6
2024-11-14T10:57:35.445638,awsdns-11.com,218.30.118.6,A,[],NoAnswer,No answer for domain: awsdns-11.com on server: 218.30.118.6
2024-11-14T10:57:35.445638,awin1.com,2001:4860:4860::8888,AAAA,[],NoAnswer,No answer for domain: awin1.com on server: 2001:4860:4860::8888
2024-11-14T10:57:35.445638,awsdns-03.com,2001:4860:4860::8844,AAAA,[],NoAnswer,No answer for domain: awsdns-03.com on server: 2001:4860:4860::8844
2024-11-14T10:57:35.445638,awsdns-11.com,2a10:50c0::ad2:ff,AAAA,[],NoAnswer,No answer for domain: awsdns-11.com on server: 2a10:50c0::ad2:ff
2024-11-14T10:57:35.445638,awmdm.com,218.30.118.6,A,[],NoAnswer,No answer for domain: awmdm.com on server: 218.30.118.6
2024-11-14T10:57:35.445638,awsapps.com,77.88.8.8,A,"['108.156.22.62', '108.156.22.41', '108.156.22.2', '108.156.22.80']",,
2024-11-14T10:57:35.445638,aweray.net,2606:4700:4700::1001,AAAA,[],NoAnswer,No answer for domain: aweray.net on server: 2606:4700:4700::1001
2024-11-14T10:57:35.445638,awin1.com,2001:6d0:d6::2001,AAAA,[],NoAnswer,No answer for domain: awin1.com on server: 2001:6d0:d6::2001
2024-11-14T10:57:35.445638,awsdns-02.com,2620:119:53::53,AAAA,[],NoAnswer,No answer for domain: awsdns-02.com on server: 2620:119:53::53
2024-11-14T10:57:35.445638,awsdns-11.com,2400:3200::1,AAAA,[],NoAnswer,No answer for domain: awsdns-11.com on server: 2400:3200::1
2024-11-14T10:57:35.445638,awsapprunner.com,94.140.15.15,A,[],NoAnswer,No answer for domain: awsapprunner.com on server: 94.140.15.15
2024-11-14T10:57:35.446637,aweray.net,2a03:90c0:999d::1,AAAA,[],NoAnswer,No answer for domain: aweray.net on server: 2a03:90c0:999d::1
2024-11-14T10:57:35.446637,awmdm.com,9.9.9.9,A,[],Timeout,Timeout occurred for domain: awmdm.com on server: 9.9.9.9
